mã ngành,mã mục,nội dung
XVI,4,"4. Chuẩn đầu ra của chương trình
Sau khi tốt nghiệp chương trình đào tạo Kỹ sư Công nghệ Vật liệu và Vi điện tử, người học phải đạt được các yêu cầu năng lực tối thiểu một cách toàn diện. Về kiến thức (PLO1-5), sinh viên cần diễn giải được kiến thức cơ bản về khoa học xã hội, chính trị, pháp luật, văn hóa, thể chất và quốc phòng; vận dụng được kiến thức của khoa học cơ bản và Công nghệ Thông tin để giải quyết các bài toán kỹ thuật; vận dụng kiến thức nền tảng về cấu trúc, tính chất vật lý và hóa học của các loại vật liệu (bán dẫn, từ, nano,...) và cơ sở lý thuyết về quá trình chế tạo, xử lý vật liệu để ứng dụng trong vi điện tử; vận dụng kiến thức chuyên sâu về kỹ thuật chế tạo, xử lý linh kiện vi điện tử cùng nguyên lý hoạt động và cấu trúc linh kiện; và có khả năng tổng hợp, phân tích, liên kết kiến thức liên quan đến công nghệ vật liệu và vi điện tử để nghiên cứu, đánh giá, phát triển hệ thống, quy trình, sản phẩm kỹ thuật. Về kỹ năng, phẩm chất cá nhân và nghề nghiệp (PLO6-8), sinh viên phải thể hiện khả năng tư duy logic, phản biện, lập luận, phân tích và xử lý vấn đề trong lĩnh vực; thành thạo kỹ năng thiết kế, thực hiện thí nghiệm, phân tích dữ liệu và đánh giá kỹ thuật; và thể hiện kỹ năng xây dựng, kiểm tra thiết bị và hệ thống kỹ thuật. Về kỹ năng tương tác (PLO9-10), sinh viên cần thành thạo kỹ năng làm việc nhóm hiệu quả và giao tiếp đa phương tiện; đồng thời thể hiện khả năng sử dụng tiếng Anh tương đương năng lực ngoại ngữ bậc 3/6. Về năng lực thực hành nghề nghiệp (PLO11-12), sinh viên cần thể hiện ý thức đóng góp tạo ra sản phẩm giá trị phục vụ cộng đồng và phát triển chuyên môn; chủ động tuân thủ pháp luật, đạo đức nghề nghiệp, trung thực, chịu trách nhiệm cá nhân, tự học, tự nghiên cứu, và hỗ trợ đồng nghiệp."
XVI,5,"5. Vị trí việc làm mà sinh viên có thể đảm nhiệm sau khi tốt nghiệp
Kỹ sư tốt nghiệp ngành Công nghệ Vật liệu và Vi điện tử có nhiều cơ hội nghề nghiệp trong các lĩnh vực công nghệ cao và sản xuất công nghiệp. Các vị trí tiềm năng bao gồm cán bộ kỹ thuật (nhân viên phân tích, quản lý chất lượng QA/QC) trong các tập đoàn, công ty công nghệ trong và ngoài nước thuộc các lĩnh vực vật liệu mới, vi điện tử, đo lường, y-sinh và môi trường. Sinh viên cũng có thể trở thành chuyên viên tư vấn và chuyển giao công nghệ, hỗ trợ các hoạt động liên quan đến sở hữu trí tuệ; hoặc làm cán bộ nghiên cứu, giảng dạy tại các trung tâm R&D, viện nghiên cứu, trường đại học. Các vị trí khác bao gồm nhân viên quản lý và điều phối dự án liên quan đến vật liệu và vi điện tử, cũng như nhân viên kinh doanh và phát triển sản phẩm trong các lĩnh vực này."
XVI,6,"6. Khả năng học tập, nâng cao trình độ sau khi tốt nghiệp
Sau khi hoàn thành chương trình và nhận bằng Kỹ sư ngành Công nghệ vật liệu, các tân kỹ sư có nền tảng vững chắc để tiếp tục con đường học tập và nghiên cứu khoa học. Họ hoàn toàn có đủ điều kiện và năng lực để theo học các bậc học cao hơn như Thạc sĩ và Tiến sĩ, thuộc các lĩnh vực chuyên sâu về vật liệu và linh kiện micro-nano, vật lý, khoa học vật liệu, điện tử, vi điện tử, và các ngành khoa học kỹ thuật liên quan khác tại các trường đại học và viện nghiên cứu uy tín ở cả trong nước và quốc tế."
XVI,7,"7. Tóm tắt yêu cầu chương trình đào tạo (Khối lượng kiến thức)
Chương trình đào tạo Kỹ sư Công nghệ Vật liệu và Vi điện tử có tổng cộng 150 tín chỉ chuyên môn, không bao gồm các học phần điều kiện tốt nghiệp quan trọng như Giáo dục thể chất, Giáo dục Quốc phòng – An ninh và Kỹ năng bổ trợ. Cấu trúc tín chỉ của chương trình được phân bổ thành các khối kiến thức chính: Khối kiến thức chung chiếm 21 tín chỉ, tập trung cung cấp nền tảng về lý luận chính trị, pháp luật, ngoại ngữ và tin học cơ bản; tiếp đó là Khối kiến thức theo lĩnh vực với 19 tín chỉ, củng cố kiến thức toán, lý và giới thiệu kỹ năng lập trình. Khối kiến thức theo khối ngành gồm 12 tín chỉ, và Khối kiến thức theo nhóm ngành với 11 tín chỉ, sẽ trang bị các kiến thức cơ sở và nền tảng đặc thù của ngành Công nghệ Vật liệu và Vi điện tử. Phần kiến thức chuyên sâu và quan trọng nhất là Khối kiến thức ngành, với tổng cộng 87 tín chỉ; trong đó, khối này bao gồm 42 tín chỉ dành cho các học phần bắt buộc của ngành, 20 tín chỉ dành cho các học phần định hướng chuyên sâu (bao gồm 12 tín chỉ bắt buộc và 8 tín chỉ tự chọn theo các định hướng như Công nghệ vật liệu hoặc Công nghệ vi điện tử), và 09 tín chỉ được dành cho các học phần bổ trợ. Chương trình cũng bao gồm 06 tín chỉ cho thực tập công nghiệp và cuối cùng dành 10 tín chỉ cho Đồ án tốt nghiệp."
XVII,1,"1. Một số thông tin về chương trình đào tạo
Chương trình đào tạo mang tên Công nghệ kỹ thuật sinh học (tên tiếng Anh: Biotechnology Engineering), thuộc ngành Công nghệ sinh học (Biotechnology) với mã số là 7420201. Chương trình này có thời gian đào tạo chuẩn là 4,5 năm, và sinh viên sau khi hoàn thành sẽ được cấp danh hiệu Kỹ sư. Tên văn bằng tốt nghiệp chính thức bằng tiếng Việt là ""Kỹ sư ngành Công nghệ sinh học"" và bằng tiếng Anh là ""The Degree of Engineer in Biotechnology""."
XVII,2,"2. Mục tiêu của chương trình đào tạo
Chương trình đào tạo Kỹ sư ngành Công nghệ sinh học đặt mục tiêu chung là đào tạo nguồn nhân lực có phẩm chất chính trị, đạo đức xã hội và sức khỏe tốt, đáp ứng yêu cầu phát triển kinh tế – xã hội trong lĩnh vực công nghệ sinh học ứng dụng công nghệ thông tin, với trách nhiệm nghề nghiệp, ý thức phục vụ cộng đồng và định hướng hội nhập quốc tế. Chương trình đào tạo người học có kiến thức chuyên sâu về Công nghệ Sinh học kết hợp với Khoa học dữ liệu và Trí tuệ nhân tạo, giúp sinh viên sau tốt nghiệp có khả năng áp dụng kiến thức chuyên môn và kỹ năng thực hành nghề nghiệp vào nghiên cứu, giảng dạy tại các cơ sở nghiên cứu, đào tạo và các cơ sở sản xuất phục vụ nền công nghiệp sinh học. Đồng thời, chương trình cũng đào tạo người học có năng lực tư duy độc lập, khả năng sáng tạo, thích nghi với môi trường làm việc trong thời kỳ Cách mạng Công nghiệp 4.0, cũng như khả năng tự đào tạo và khởi nghiệp. Về mục tiêu cụ thể, chương trình nhằm đào tạo người học có kiến thức về khoa học xã hội, chính trị, pháp luật, kiến thức chuyên môn về công nghệ sinh học và công nghệ thông tin để nâng cao hiệu quả ứng dụng các quá trình sinh học; có kỹ năng làm việc độc lập, nhóm, thuyết trình, năng lực sử dụng thành thạo kỹ thuật sinh học, công cụ phân tích dữ liệu và trí tuệ nhân tạo. Chương trình cũng phát triển năng lực xây dựng và triển khai hoạt động kỹ thuật sinh học, phân tích dữ liệu và trí tuệ nhân tạo để nâng cao chất lượng sản phẩm và hiệu quả sản xuất; đồng thời rèn luyện tư duy phản biện, năng lực tự học suốt đời, tư duy đổi mới sáng tạo và khởi nghiệp."
XVII,3,"3. Thông tin tuyển sinh
Công tác tuyển sinh cho chương trình Kỹ sư Công nghệ sinh học (Công nghệ kỹ thuật sinh học) được thực hiện thông qua nhiều hình thức, bao gồm xét tuyển thẳng và ưu tiên xét tuyển theo quy định của Bộ Giáo dục và Đào tạo (GDĐT) và hướng dẫn của Đại học Quốc gia Hà Nội (ĐHQGHN). Ngoài ra, chương trình còn xét tuyển dựa trên kết quả thi tốt nghiệp THPT theo tổ hợp môn quy định, các chứng chỉ quốc tế (SAT, A-Level, ACT, IELTS/TOEFL iBT kết hợp điểm thi tốt nghiệp THPT), và kết quả kỳ thi đánh giá năng lực (ĐGNL) do ĐHQGHN tổ chức. Đối tượng tuyển sinh là những người đã tốt nghiệp trung học phổ thông (THPT) hoặc tương đương, có đủ thông tin cá nhân, hồ sơ dự tuyển theo quy định và đủ sức khỏe để học tập. Quy mô tuyển sinh dự kiến là 120 sinh viên mỗi khóa."
XVII,4,"4. Chuẩn đầu ra của chương trình
Sau khi tốt nghiệp chương trình đào tạo Kỹ sư Công nghệ sinh học, người học phải đạt được các yêu cầu năng lực tối thiểu một cách toàn diện. Về kiến thức (PLO1-4), sinh viên cần diễn giải được kiến thức cơ bản về khoa học xã hội, chính trị và pháp luật; vận dụng các kiến thức cơ bản về toán học, khoa học cơ bản và Công nghệ thông tin trong lĩnh vực Công nghệ sinh học; phân tích kiến thức sinh học ở mức độ cá thể, tế bào, phân tử, khoa học dữ liệu, trí tuệ nhân tạo để lựa chọn giải pháp công nghệ sinh học hiệu quả; và áp dụng kiến thức về lập kế hoạch, tổ chức và giám sát các quá trình trong lĩnh vực. Về kỹ năng, phẩm chất cá nhân và nghề nghiệp (PLO5-6), sinh viên phải thành thạo triển khai nghiên cứu, thực hành một số kỹ thuật và phân tích dữ liệu, trí tuệ nhân tạo trong công nghệ sinh học; và vận dụng tư duy phản biện, sáng tạo để giải quyết các vấn đề thực tiễn. Về kỹ năng tương tác (PLO7-8), sinh viên cần thành thạo kỹ năng thuyết trình, dẫn dắt nhóm và đánh giá chất lượng công việc; đồng thời hoàn thành năng lực ngoại ngữ tương đương bậc 3/6 Khung năng lực ngoại ngữ của Việt Nam. Về năng lực thực hành nghề nghiệp (PLO9-12), sinh viên cần hình thành năng lực làm việc độc lập hoặc nhóm, chịu trách nhiệm cá nhân và nhóm, giữ gìn đạo đức nghề nghiệp; hình thành năng lực tự định hướng, đưa ra kết luận chuyên môn và bảo vệ quan điểm cá nhân; hình thành năng lực lập kế hoạch, điều phối, quản lý nguồn lực, đánh giá và cải thiện hiệu quả hoạt động; và hình thành năng lực tự học suốt đời, tư duy đổi mới sáng tạo và khởi nghiệp."
XVII,5,"5. Vị trí việc làm mà sinh viên có thể đảm nhiệm sau khi tốt nghiệp
Kỹ sư tốt nghiệp ngành Công nghệ sinh học (chương trình Công nghệ kỹ thuật sinh học) có nhiều cơ hội nghề nghiệp đa dạng. Họ có thể trở thành nghiên cứu viên hoặc giảng viên tại các Trường Đại học, Viện nghiên cứu, thực hiện công tác giảng dạy và nghiên cứu khoa học. Một hướng khác là làm nhân viên phân tích dữ liệu sinh học và tin sinh học tại các bệnh viện, viện nghiên cứu, hoặc công ty công nghệ sinh học. Sinh viên cũng có thể đảm nhận vị trí nhân viên nghiên cứu và phát triển (R&D) trong các cơ quan nhà nước hoặc doanh nghiệp tư nhân, tập trung vào phát triển sản phẩm và tối ưu hóa quy trình sản xuất sinh học. Ngoài ra, các vị trí như kỹ thuật viên phòng thí nghiệm, phòng xét nghiệm tại các trường, viện, công ty thực phẩm, nông sản, hoặc cơ sở y tế cũng rất phổ biến. Sinh viên còn có thể làm nhân viên tư vấn và chuyển giao công nghệ sinh học, hoặc tự khởi nghiệp trong các lĩnh vực liên quan, đặc biệt là nông nghiệp công nghệ cao, thực phẩm hữu cơ, và giải pháp bảo vệ môi trường."
XVII,6,"6. Khả năng học tập, nâng cao trình độ sau khi tốt nghiệp
Sau khi hoàn thành chương trình và nhận bằng Kỹ sư Công nghệ sinh học, các tân kỹ sư có nền tảng vững chắc để tiếp tục con đường học tập và nâng cao trình độ chuyên môn. Họ hoàn toàn có đủ điều kiện và năng lực để theo học các bậc học cao hơn như Thạc sĩ và Tiến sĩ, thuộc các chuyên ngành trong lĩnh vực Công nghệ sinh học, Công nghệ thực phẩm, Công nghệ thông tin, tại các trường đại học và viện nghiên cứu uy tín ở cả trong nước và quốc tế."
XVII,7,"7. Tóm tắt yêu cầu chương trình đào tạo (Khối lượng kiến thức)
Chương trình đào tạo Kỹ sư Công nghệ sinh học (Công nghệ kỹ thuật sinh học) có tổng cộng 150 tín chỉ chuyên môn, không bao gồm các học phần điều kiện tốt nghiệp quan trọng như Giáo dục thể chất, Giáo dục Quốc phòng – An ninh và Kỹ năng bổ trợ. Cấu trúc tín chỉ của chương trình được phân bổ thành các khối kiến thức chính: Khối kiến thức chung chiếm 21 tín chỉ, tập trung cung cấp nền tảng về lý luận chính trị, pháp luật, ngoại ngữ và tin học cơ bản; tiếp đó là Khối kiến thức theo lĩnh vực với 17 tín chỉ, củng cố kiến thức toán kỹ thuật, vật lý và xác suất thống kê. Khối kiến thức theo khối ngành gồm 11 tín chỉ, và Khối kiến thức theo nhóm ngành với 21 tín chỉ, sẽ trang bị các kiến thức cơ sở về sinh học, hóa học, di truyền, và các phương pháp phân tích dữ liệu. Phần kiến thức chuyên sâu và quan trọng nhất là Khối kiến thức ngành, với tổng cộng 80 tín chỉ; trong đó, khối này bao gồm 33 tín chỉ dành cho các học phần bắt buộc của ngành, 13 tín chỉ dành cho các học phần tự chọn theo các định hướng chuyên sâu (như Công nghệ kỹ thuật sinh học, Công nghệ kỹ thuật sinh học Nông nghiệp, hoặc Công nghệ kỹ thuật sinh học Thực phẩm), 09 tín chỉ tự chọn ngành khác, và 09 tín chỉ được dành cho các học phần kiến thức bổ trợ. Cuối cùng, chương trình dành 06 tín chỉ cho Thực tập kỹ sư và 10 tín chỉ cho Đồ án kỹ sư."
XVIII,1,"1. Một số thông tin về chương trình đào tạo
Chương trình đào tạo mang tên Khoa học và kỹ thuật dữ liệu (tên tiếng Anh: Data Science and Engineering), thuộc ngành Khoa học dữ liệu (Data Science) với mã số là 7460108. Chương trình này được đào tạo ở trình độ Đại học, có thời gian đào tạo chuẩn là 4 năm, và sinh viên sau khi hoàn thành sẽ được cấp danh hiệu Cử nhân khoa học. Tên văn bằng tốt nghiệp chính thức bằng tiếng Việt là ""Cử nhân khoa học ngành Khoa học dữ liệu"" và bằng tiếng Anh là ""The Degree of Bachelor of Science in Data Science""."
XVIII,2,"2. Mục tiêu của chương trình đào tạo
Chương trình đào tạo Cử nhân Khoa học và kỹ thuật dữ liệu đặt mục tiêu chung là cung cấp nguồn nhân lực có phẩm chất chính trị, đạo đức xã hội và sức khỏe tốt, đáp ứng yêu cầu phát triển kinh tế – xã hội trong các lĩnh vực khoa học dữ liệu và công nghệ thông tin, với trách nhiệm nghề nghiệp, ý thức phục vụ cộng đồng và định hướng hội nhập quốc tế. Chương trình đào tạo người học có nền tảng kiến thức cốt lõi để sau khi tốt nghiệp có khả năng vận dụng các nguyên lý khoa học, kỹ thuật, công nghệ và hình thành năng lực thực hành nghề nghiệp để giải quyết những vấn đề thực tiễn, đáp ứng nhu cầu phát triển kinh tế – xã hội. Đồng thời, chương trình cũng đào tạo người học có khả năng đổi mới sáng tạo, thích nghi với môi trường làm việc trong thời kỳ Cách mạng công nghiệp 4.0, tự đào tạo, cập nhật công nghệ mới để phát triển chuyên môn và đóng góp vào sự phát triển bền vững của xã hội. Về mục tiêu cụ thể, chương trình nhằm đào tạo người học có kiến thức nền tảng về toán và khoa học cơ bản, công nghệ thông tin, kiến thức cơ sở và chuyên sâu về khoa học dữ liệu, kiến thức liên ngành và hiểu biết về khoa học xã hội để có năng lực nghiên cứu, phát triển hệ thống và giải pháp dữ liệu. Sinh viên cũng được đào tạo kỹ năng giao tiếp, tương tác, thuyết trình, tư duy hệ thống, làm việc độc lập và nhóm, sử dụng Trí tuệ nhân tạo, có kỹ năng và thái độ làm việc chuyên nghiệp. Chương trình còn bồi dưỡng thái độ tích cực, đạo đức nghề nghiệp, ý thức trách nhiệm phục vụ cộng đồng, phẩm chất chính trị, sức khỏe; và năng lực sử dụng ngoại ngữ, phân tích giải quyết vấn đề dữ liệu, công nghệ, năng lực thực hành nghề nghiệp, đáp ứng yêu cầu doanh nghiệp và phát triển nghề nghiệp, đổi mới sáng tạo, khởi nghiệp."
XVIII,3,"3. Thông tin tuyển sinh
Công tác tuyển sinh cho chương trình Cử nhân Khoa học và kỹ thuật dữ liệu được thực hiện thông qua nhiều hình thức, bao gồm xét tuyển thẳng và ưu tiên xét tuyển theo quy định của Bộ Giáo dục và Đào tạo (GDĐT) và hướng dẫn của Đại học Quốc gia Hà Nội (ĐHQGHN). Ngoài ra, chương trình còn xét tuyển dựa trên kết quả thi tốt nghiệp THPT theo tổ hợp môn quy định, các chứng chỉ quốc tế (SAT, A-Level, ACT, IELTS/TOEFL iBT kết hợp điểm thi tốt nghiệp THPT), và kết quả kỳ thi đánh giá năng lực (ĐGNL) do ĐHQGHN tổ chức. Đối tượng tuyển sinh là những người đã tốt nghiệp trung học phổ thông (THPT) hoặc tương đương, có đủ thông tin cá nhân, hồ sơ dự tuyển theo quy định và đủ sức khỏe để học tập. Quy mô tuyển sinh dự kiến là 120 sinh viên mỗi khóa."
XVIII,4,"4. Chuẩn đầu ra của chương trình
Sau khi tốt nghiệp chương trình đào tạo Cử nhân Khoa học và kỹ thuật dữ liệu, người học phải đạt được các yêu cầu năng lực tối thiểu một cách toàn diện. Về kiến thức (PLO1-4), sinh viên cần diễn giải được kiến thức cơ bản về khoa học xã hội, chính trị, pháp luật, văn hóa, thể chất và quốc phòng; vận dụng được kiến thức toán, khoa học cơ bản, công nghệ thông tin, trí tuệ nhân tạo trong tiếp thu kiến thức cốt lõi ngành, chuyên ngành và phát triển hệ thống, giải pháp dữ liệu; vận dụng được kiến thức cơ sở cốt lõi ngành để giải quyết các vấn đề trong lĩnh vực Khoa học dữ liệu; và tổng hợp, phân tích, liên kết kiến thức chuyên sâu về Khoa học dữ liệu với các lĩnh vực liên quan để nghiên cứu giải pháp và phát triển ứng dụng. Về kỹ năng, phẩm chất cá nhân và nghề nghiệp (PLO5-7), sinh viên phải thể hiện tư duy hệ thống, tư duy phản biện, kỹ năng lập luận, phân tích và giải quyết vấn đề, phác thảo được tổng thể vấn đề kỹ thuật, công nghệ; thể hiện thái độ nghiêm túc, có đạo đức nghề nghiệp, thái độ hành xử chuyên nghiệp, tuân thủ pháp luật, chịu trách nhiệm và bảo vệ quan điểm cá nhân; và thể hiện khả năng làm việc độc lập, tự định hướng chuyên môn, tinh thần học tập suốt đời, biết cập nhật kiến thức và kỹ năng mới. Về kỹ năng tương tác (PLO8-10), sinh viên cần tổ chức hoạt động nhóm chuyên môn, đa ngành hiệu quả; truyền đạt được vấn đề và giải pháp kỹ thuật bằng văn bản, đồ hoạ, đa phương tiện và thuyết trình hiệu quả; đồng thời sử dụng được tiếng Anh tương đương năng lực ngoại ngữ bậc 3/6. Về năng lực thực hành nghề nghiệp (PLO11-13), sinh viên cần áp dụng được kiến thức ngành, chuyên ngành và kỹ năng cá nhân để hình thành ý tưởng, tham gia thiết kế, xây dựng, triển khai, đánh giá và vận hành các quy trình, hệ thống và sản phẩm kỹ thuật, công nghệ thuộc lĩnh vực Khoa học dữ liệu; hiểu biết về lãnh đạo, đổi mới sáng tạo và khởi nghiệp, về ảnh hưởng của lĩnh vực Khoa học dữ liệu đối với xã hội, về bối cảnh doanh nghiệp và kinh doanh; và thực hiện được các công việc quản lý, quản trị, điều hành các hoạt động chuyên môn."
XVIII,5,"5. Vị trí việc làm mà sinh viên có thể đảm nhiệm sau khi tốt nghiệp
Cử nhân tốt nghiệp ngành Khoa học dữ liệu (chương trình Khoa học và kỹ thuật dữ liệu) có nhiều cơ hội nghề nghiệp trong cả môi trường quản lý, sản xuất, kinh doanh lẫn môi trường học thuật. Trong lĩnh vực công nghiệp, họ có thể làm cán bộ thiết kế, phát triển và bảo trì các hệ thống dữ liệu và dữ liệu lớn; cán bộ phân tích dữ liệu, phân tích kinh doanh; cán bộ nghiên cứu và phát triển (R&D) tại các công ty, tập đoàn công nghệ; hoặc cán bộ quản lý các hệ thống ứng dụng Khoa học dữ liệu. Trong lĩnh vực học thuật, các vị trí tiềm năng bao gồm trợ giảng, giảng viên, và nghiên cứu viên tại các trường đại học cũng như các viện nghiên cứu chuyên sâu về khoa học dữ liệu và các ngành liên quan."
XVIII,6,"6. Khả năng học tập, nâng cao trình độ sau khi tốt nghiệp
Sau khi hoàn thành chương trình và nhận bằng Cử nhân khoa học ngành Khoa học dữ liệu, các tân cử nhân có nền tảng kiến thức vững chắc để tiếp tục con đường học tập và nâng cao trình độ chuyên môn. Họ hoàn toàn có đủ điều kiện và năng lực để theo học các bậc học cao hơn như Thạc sĩ và Tiến sĩ trong lĩnh vực Khoa học dữ liệu, Công nghệ thông tin, Trí tuệ nhân tạo và các ngành liên quan khác tại các cơ sở đào tạo uy tín trong nước và quốc tế."
XVIII,7,"7. Tóm tắt yêu cầu chương trình đào tạo (Khối lượng kiến thức)
Chương trình đào tạo Cử nhân Khoa học và kỹ thuật dữ liệu có tổng cộng 130 tín chỉ chuyên môn, không bao gồm các học phần điều kiện tốt nghiệp quan trọng như Giáo dục thể chất, Giáo dục Quốc phòng – An ninh và Kỹ năng bổ trợ. Cấu trúc tín chỉ của chương trình được phân bổ thành các khối kiến thức chính: Khối kiến thức chung chiếm 21 tín chỉ, tập trung cung cấp nền tảng về lý luận chính trị, pháp luật, ngoại ngữ và tin học cơ bản; tiếp đó là Khối kiến thức theo lĩnh vực với 19 tín chỉ, củng cố kiến thức toán, lý và giới thiệu kỹ năng lập trình. Khối kiến thức theo khối ngành (ICT) gồm 10 tín chỉ, và Khối kiến thức theo nhóm ngành (AI, DS) với 21 tín chỉ, sẽ trang bị các kiến thức cơ sở và nền tảng đặc thù của ngành Khoa học dữ liệu như lập trình hướng đối tượng, cơ sở dữ liệu, công nghệ phần mềm, học máy và học sâu. Phần kiến thức chuyên sâu và quan trọng nhất là Khối kiến thức ngành (DS), với tổng cộng 50 tín chỉ; trong đó, khối này bao gồm 35 tín chỉ dành cho các học phần bắt buộc (tập trung vào thu thập, chuyển hóa, khai phá, phân tích dữ liệu, dữ liệu lớn và các chủ đề hiện đại), 12 tín chỉ dành cho các học phần tự chọn theo các định hướng chuyên sâu (như Kỹ thuật phân tích dữ liệu, Dữ liệu kinh doanh, hoặc Dữ liệu liên ngành), và 03 tín chỉ được dành cho các học phần bổ trợ. Cuối cùng, chương trình dành 02 tín chỉ cho Thực tập doanh nghiệp và 07 tín chỉ cho Khóa luận tốt nghiệp hoặc nhóm học phần thay thế tương đương."
XIX,1,"1. Một số thông tin về chương trình đào tạo
Ngành đào tạo là Khoa học Máy tính (tên tiếng Anh: Computer Science), có mã số đào tạo là 7480101. Chương trình này có thời gian đào tạo chuẩn là 4 năm, và sinh viên sau khi hoàn thành sẽ được cấp danh hiệu Cử nhân. Tên văn bằng tốt nghiệp chính thức bằng tiếng Việt là ""Cử nhân ngành Khoa học Máy tính"" và bằng tiếng Anh là ""The Degree of Bachelor in Computer Science""."
XIX,2,"2. Mục tiêu của chương trình đào tạo
Chương trình đào tạo Cử nhân Khoa học máy tính (KHMT) đặt mục tiêu chung là đào tạo ra những sinh viên giỏi về chuyên môn và cao về kỹ năng, có khả năng đáp ứng nhu cầu nhân lực trình độ cao của các công ty và tập đoàn lớn về Công nghệ thông tin (CNTT) tại Việt Nam cũng như trên thế giới. Bên cạnh đó, chương trình còn hướng tới việc góp phần đào tạo và bồi dưỡng các sinh viên tài năng có định hướng học thuật, được hướng dẫn để phát triển khả năng nghiên cứu, xây dựng các mô hình, thuật toán và công nghệ lõi thuộc lĩnh vực Khoa học máy tính, nhằm trở thành đội ngũ nhà khoa học kế cận cho các trường Đại học, Trung tâm và viện nghiên cứu trong tương lai. Về mục tiêu cụ thể, sinh viên tốt nghiệp sẽ được trang bị kiến thức hiện đại và có hệ thống, bao gồm kiến thức về toán, khoa học tự nhiên, khoa học xã hội, nhân văn và ngoại ngữ, song song với các kiến thức cập nhật về Công nghệ thông tin, đặc biệt chú trọng phát triển kỹ năng lập trình với nhiều ngôn ngữ và môi trường tiên tiến. Sinh viên sẽ nắm vững kiến thức cơ bản về Khoa học Máy tính như cơ sở toán, lập trình, cấu trúc dữ liệu và giải thuật, học máy, khoa học dữ liệu và trí tuệ nhân tạo, đồng thời có thể lựa chọn phát triển kiến thức và kỹ năng theo bốn định hướng chuyên sâu: “Phát triển phần mềm và ứng dụng”, “Các hệ thống Ứng dụng Trí tuệ nhân tạo”, “Xử lý dữ liệu thông minh” và “Tương tác người – máy”. Thông qua môi trường đào tạo chuyên nghiệp với đội ngũ giảng viên giỏi và phương pháp dạy – học tiên tiến, sinh viên được tạo điều kiện phát triển kỹ năng tiếng Anh, khả năng tự học, tự thích nghi, khả năng làm việc độc lập và nhóm hiệu quả, cùng các phẩm chất nghề nghiệp cần thiết. Chương trình cũng tập trung theo hướng công nghệ, có sự tham gia của các chuyên gia và doanh nghiệp CNTT, qua đó nâng cao khả năng làm việc thực tế và cơ hội tuyển dụng cho sinh viên."
XIX,3,"3. Thông tin tuyển sinh
Công tác tuyển sinh cho chương trình Cử nhân Khoa học Máy tính được thực hiện theo đúng các Quy chế và Quy định về công tác tuyển sinh đại học được ban hành hàng năm của Bộ Giáo dục và Đào tạo. Quá trình này cũng tuân thủ chặt chẽ các hướng dẫn cụ thể của Đại học Quốc gia Hà Nội và nội dung chi tiết trong Đề án tuyển sinh được Trường Đại học Công nghệ xây dựng và công bố chính thức mỗi năm."
XIX,4,"4. Chuẩn đầu ra của chương trình
Sau khi tốt nghiệp chương trình đào tạo Cử nhân Khoa học Máy tính, người học phải đạt được các yêu cầu năng lực tối thiểu một cách toàn diện. Về kiến thức (PLO1.1-1.5), sinh viên cần diễn giải được kiến thức cơ bản về khoa học xã hội, chính trị, pháp luật, văn hóa, thể chất và quốc phòng; vận dụng được kiến thức cơ bản của Toán học, khoa học cơ bản, và Công nghệ Thông tin để giải quyết các bài toán kỹ thuật; giải thích được kiến thức nền tảng trong lĩnh vực máy tính (hệ thống máy tính, giải thuật, lập trình, cơ sở dữ liệu, phân tích thiết kế và phát triển phần mềm, mạng máy tính); liên kết được các kiến thức chuyên sâu của lĩnh vực Khoa học máy tính về học máy, trí tuệ nhân tạo, xử lý ngôn ngữ tự nhiên, xử lý ảnh, tương tác người máy với các định hướng ứng dụng; và nghiên cứu, phân tích được các vấn đề hiện đại và công nghệ mới thuộc lĩnh vực. Về kỹ năng (PLO2.1-2.8), sinh viên phải có khả năng phát hiện, mô tả vấn đề, đề xuất giải pháp sử dụng kiến thức khoa học, CNTT, công cụ và công nghệ tiên tiến; triển khai được các giải pháp CNTT, phân tích dữ liệu và kết quả, đánh giá kỹ thuật; lập kế hoạch, điều phối, tổ chức, dẫn dắt và đánh giá công việc nhóm, quản lý dự án CNTT hiệu quả; tư duy logic, biện chứng để giải quyết vấn đề thực tế hiệu quả và sáng tạo; thành thạo một số ngôn ngữ và công cụ lập trình hiện đại; có khả năng phân tích, đánh giá và cập nhật kiến thức, công nghệ mới để nâng cao khả năng tự học và học tập suốt đời; có khả năng nghiên cứu, phát triển và thử nghiệm các giải pháp định hướng khởi nghiệp; và vận dụng được kiến thức tiếng Anh tương đương trình độ 3/6 Khung năng lực ngoại ngữ Việt Nam. Về mức tự chủ và chịu trách nhiệm (PLO3.1-3.2), sinh viên cần chủ động tuân thủ pháp luật, đạo đức nghề nghiệp, thể hiện tính trung thực, chịu trách nhiệm cá nhân, tinh thần tự học, tự nghiên cứu, hỗ trợ đồng nghiệp; và thể hiện ý thức đóng góp tạo ra những sản phẩm có giá trị phục vụ cộng đồng và phát triển lĩnh vực chuyên môn."
